fase,region,lokasi,sumber,bujur,lintang
6,Karawang,,Drone (50x50),107.431722,-6.201472
2,Indramayu,,Drone (50x50),107.603056,-6.233611
2,Karawang,21_Sumurgede,Drone (rice field),107.495731,-6.193892
2,Karawang,21_Sumurgede,Drone (rice field),107.495929,-6.194262
2,Karawang,21_Sumurgede,Drone (rice field),107.495711,-6.192791
2,Karawang,21_Sumurgede,Drone (rice field),107.495887,-6.194714
2,Karawang,21_Sumurgede,Drone (rice field),107.49588,-6.194054
2,Karawang,21_Sumurgede,Drone (rice field),107.494851,-6.194086
2,Karawang,21_Sumurgede,Drone (rice field),107.494001,-6.192725
2,Karawang,21_Sumurgede,Drone (50x50),107.495599,-6.194782
2,Karawang,21_Sumurgede,Drone (rice field),107.495597,-6.194742
2,Karawang,21_Sumurgede,Drone (rice field),107.494969,-6.193085
2,Karawang,21_Sumurgede,Drone (rice field),107.494503,-6.192684
2,Karawang,21_Sumurgede,Drone (rice field),107.495421,-6.193529
2,Karawang,21_Sumurgede,Drone (50x50),107.495141,-6.193428
2,Karawang,21_Sumurgede,Drone (rice field),107.495596,-6.193693
2,Karawang,21_Sumurgede,Drone (50x50),107.493337,-6.193888
2,Karawang,21_Sumurgede,Drone (rice field),107.493446,-6.194191
2,Karawang,21_Sumurgede,Drone (50x50),107.495556,-6.193333
2,Karawang,21_Sumurgede,Drone (50x50),107.494685,-6.192526
2,Karawang,21_Sumurgede,Drone (rice field),107.494101,-6.194501
2,Karawang,21_Sumurgede,Drone (rice field),107.493391,-6.194769
2,Karawang,21_Sumurgede,Drone (rice field),107.494635,-6.193883
2,Karawang,21_Sumurgede,Drone (rice field),107.494454,-6.193193
2,Karawang,21_Sumurgede,Drone (rice field),107.495774,-6.194897
2,Karawang,21_Sumurgede,Drone (50x50),107.494234,-6.192529
2,Karawang,21_Sumurgede,Drone (rice field),107.495966,-6.192851
2,Karawang,21_Sumurgede,Drone (50x50),107.495593,-6.193426
2,Karawang,21_Sumurgede,Drone (rice field),107.493483,-6.194937
2,Karawang,21_Sumurgede,Drone (rice field),107.493616,-6.194008
2,Karawang,21_Sumurgede,Drone (rice field),107.494198,-6.192569
2,Karawang,21_Sumurgede,Drone (rice field),107.495804,-6.194499
2,Karawang,21_Sumurgede,Drone (rice field),107.495198,-6.193318
2,Karawang,21_Sumurgede,Drone (50x50),107.493341,-6.194792
2,Karawang,21_Sumurgede,Drone (50x50),107.495143,-6.19388
2,Karawang,21_Sumurgede,Drone (rice field),107.495105,-6.193827
2,Karawang,21_Sumurgede,Drone (rice field),107.495034,-6.19426
2,Karawang,21_Sumurgede,Drone (50x50),107.495591,-6.192974
2,Karawang,21_Sumurgede,Drone (50x50),107.495145,-6.194332
2,Karawang,21_Sumurgede,Drone (rice field),107.495025,-6.192641
2,Karawang,21_Sumurgede,Drone (50x50),107.493791,-6.194338
2,Karawang,21_Sumurgede,Drone (rice field),107.494411,-6.193662
2,Karawang,21_Sumurgede,Drone (rice field),107.494752,-6.192894
2,Karawang,21_Sumurgede,Drone (rice field),107.495931,-6.19367
2,Karawang,21_Sumurgede,Drone (rice field),107.49527,-6.192524
2,Karawang,21_Sumurgede,Drone (50x50),107.495139,-6.192976
2,Karawang,21_Sumurgede,Drone (50x50),107.495597,-6.19433
2,Karawang,21_Sumurgede,Drone (rice field),107.495632,-6.19433
2,Karawang,21_Sumurgede,Drone (rice field),107.493328,-6.193991
2,Karawang,21_Sumurgede,Drone (50x50),107.493785,-6.192983
2,Karawang,21_Sumurgede,Drone (rice field),107.493841,-6.192933
2,Karawang,21_Sumurgede,Drone (50x50),107.493787,-6.193434
2,Karawang,21_Sumurgede,Drone (50x50),107.493335,-6.193437
2,Karawang,21_Sumurgede,Drone (rice field),107.495461,-6.194166
2,Karawang,21_Sumurgede,Drone (rice field),107.494785,-6.192546
2,Karawang,21_Sumurgede,Drone (rice field),107.494886,-6.19362
2,Karawang,21_Sumurgede,Drone (50x50),107.494236,-6.19298
2,Karawang,21_Sumurgede,Drone (rice field),107.49423,-6.192971
2,Karawang,21_Sumurgede,Drone (rice field),107.493275,-6.194223
2,Karawang,21_Sumurgede,Drone (rice field),107.49578,-6.193162
2,Karawang,21_Sumurgede,Drone (rice field),107.495236,-6.192815
2,Karawang,21_Sumurgede,Drone (50x50),107.495595,-6.193878
2,Karawang,21_Sumurgede,Drone (50x50),107.495137,-6.192524
2,Karawang,21_Sumurgede,Drone (rice field),107.495289,-6.194003
2,Karawang,21_Sumurgede,Drone (50x50),107.495588,-6.192522
2,Karawang,21_Sumurgede,Drone (50x50),107.494692,-6.193882
2,Karawang,21_Sumurgede,Drone (rice field),107.493886,-6.193347
2,Karawang,21_Sumurgede,Drone (50x50),107.49469,-6.19343
2,Karawang,21_Sumurgede,Drone (rice field),107.494677,-6.193389
2,Karawang,21_Sumurgede,Drone (rice field),107.493853,-6.194246
2,Karawang,21_Sumurgede,Drone (50x50),107.494688,-6.192978
2,Karawang,21_Sumurgede,Drone (50x50),107.493333,-6.192985
2,Karawang,21_Sumurgede,Drone (rice field),107.495887,-6.193383
2,Karawang,21_Sumurgede,Drone (rice field),107.493584,-6.195046
2,Karawang,21_Sumurgede,Drone (rice field),107.49413,-6.193912
2,Karawang,21_Sumurgede,Drone (50x50),107.494169,-6.194689
2,Karawang,21_Sumurgede,Drone (rice field),107.493328,-6.193596
2,Karawang,21_Sumurgede,Drone (50x50),107.493339,-6.19434
2,Karawang,21_Sumurgede,Drone (rice field),107.493347,-6.194368
2,Karawang,21_Sumurgede,Drone (rice field),107.495484,-6.192591
2,Karawang,21_Sumurgede,Drone (rice field),107.495175,-6.194458
2,Karawang,21_Sumurgede,Drone (rice field),107.493693,-6.19312
2,Karawang,21_Sumurgede,Drone (50x50),107.493782,-6.192531
2,Karawang,21_Sumurgede,Drone (rice field),107.493338,-6.193339
2,Karawang,21_Sumurgede,Drone (rice field),107.493743,-6.195117
2,Karawang,21_Sumurgede,Drone (rice field),107.493535,-6.192583
2,Karawang,21_Sumurgede,Drone (rice field),107.494283,-6.194202
2,Karawang,21_Sumurgede,Drone (rice field),107.494342,-6.19474
2,Karawang,21_Sumurgede,Drone (50x50),107.494238,-6.193432
2,Karawang,21_Sumurgede,Drone (rice field),107.493728,-6.192637
2,Karawang,21_Sumurgede,Drone (rice field),107.493412,-6.193794
2,Karawang,21_Sumurgede,Drone (rice field),107.494193,-6.193453
2,Karawang,21_Sumurgede,Drone (rice field),107.493922,-6.193689
2,Karawang,21_Sumurgede,Drone (rice field),107.493918,-6.194686
2,Karawang,21_Sumurgede,Drone (rice field),107.493518,-6.192897
2,Karawang,21_Sumurgede,Drone (rice field),107.495348,-6.194623
2,Karawang,21_Sumurgede,Drone (rice field),107.493671,-6.194433
2,Karawang,21_Sumurgede,Drone (rice field),107.49377,-6.193822
2,Karawang,21_Sumurgede,Drone (rice field),107.493298,-6.193008
2,Karawang,21_Sumurgede,Drone (rice field),107.494432,-6.194347
2,Karawang,21_Sumurgede,Drone (rice field),107.494167,-6.194922
2,Karawang,21_Sumurgede,Drone (rice field),107.493387,-6.192758
2,Karawang,21_Sumurgede,Drone (50x50),107.49424,-6.193884
2,Karawang,21_Sumurgede,Drone (rice field),107.494026,-6.193198
2,Karawang,21_Sumurgede,Drone (50x50),107.494056,-6.19375
2,Karawang,21_Sumurgede,Drone (rice field),107.493731,-6.193503
2,Karawang,21_Sumurgede,Drone (rice field),107.494276,-6.193803
2,Karawang,21_Sumurgede,Drone (50x50),107.494242,-6.194336
2,Karawang,21_Sumurgede,Drone (50x50),107.494245,-6.194788
2,Karawang,21_Sumurgede,Drone (rice field),107.494896,-6.194401
2,Karawang,21_Sumurgede,Drone (rice field),107.494581,-6.194496
2,Karawang,21_Sumurgede,Drone (rice field),107.495453,-6.193055
2,Karawang,21_Sumurgede,Drone (50x50),107.494694,-6.194334
2,Karawang,21_Sumurgede,Drone (rice field),107.495604,-6.194991
2,Karawang,21_Sumurgede,Drone (rice field),107.493481,-6.193211
2,Karawang,21_Sumurgede,Drone (rice field),107.494053,-6.193585
2,Karawang,21_Sumurgede,Drone (rice field),107.494713,-6.194228
2,Karawang,21_Sumurgede,Drone (50x50),107.493789,-6.193886
2,Karawang,21_Sumurgede,Drone (rice field),107.495451,-6.194894
2,Karawang,21_Sumurgede,Drone (rice field),107.494725,-6.194629
2,Karawang,21_Sumurgede,Drone (rice field),107.494499,-6.194027
2,Karawang,21_Sumurgede,Drone (50x50),107.494696,-6.194786
2,Karawang,21_Sumurgede,Drone (rice field),107.493617,-6.193671
4,Indramayu,18_Kiarasari,Drone (rice field),107.885706,-6.435268
4,Indramayu,18_Kiarasari,Drone (rice field),107.885794,-6.43508
4,Indramayu,18_Kiarasari,Drone (rice field),107.885692,-6.434996
4,Indramayu,18_Kiarasari,Drone (rice field),107.884901,-6.434967
4,Indramayu,18_Kiarasari,Drone (rice field),107.885353,-6.436889
4,Indramayu,18_Kiarasari,Drone (rice field),107.884096,-6.436522
4,Indramayu,18_Kiarasari,Drone (rice field),107.88525,-6.436907
4,Indramayu,18_Kiarasari,Drone (rice field),107.885543,-6.435083
4,Indramayu,18_Kiarasari,Drone (rice field),107.885802,-6.436435
4,Indramayu,18_Kiarasari,Drone (rice field),107.884863,-6.435898
4,Indramayu,18_Kiarasari,Drone (rice field),107.883939,-6.435856
4,Indramayu,18_Kiarasari,Drone (rice field),107.883996,-6.436445
4,Indramayu,18_Kiarasari,Drone (rice field),107.885799,-6.435983
4,Indramayu,18_Kiarasari,Drone (rice field),107.884896,-6.435988
4,Indramayu,18_Kiarasari,Drone (rice field),107.885689,-6.435586
4,Indramayu,18_Kiarasari,Drone (rice field),107.885797,-6.435531
4,Indramayu,18_Kiarasari,Drone (rice field),107.88565,-6.436915
4,Indramayu,18_Kiarasari,Drone (rice field),107.884346,-6.435879
4,Indramayu,18_Kiarasari,Drone (rice field),107.885343,-6.435082
4,Indramayu,18_Kiarasari,Drone (rice field),107.885608,-6.43712
4,Indramayu,18_Kiarasari,Drone (rice field),107.884078,-6.43709
4,Indramayu,18_Kiarasari,Drone (rice field),107.885805,-6.436887
4,Indramayu,18_Kiarasari,Drone (rice field),107.885275,-6.435569
4,Indramayu,18_Kiarasari,Drone (rice field),107.885309,-6.435239
4,Indramayu,18_Kiarasari,Drone (rice field),107.884746,-6.436561
4,Indramayu,18_Kiarasari,Drone (rice field),107.884411,-6.437096
4,Indramayu,18 Kiarasari,Drone (rice field),107.884292,-6.436278
4,Indramayu,18_Kiarasari,Drone (rice field),107.884002,-6.435183
4,Indramayu,18_Kiarasari,Drone (rice field),107.883519,-6.436971
4,Indramayu,18_Kiarasari,Drone (rice field),107.88444,-6.435087
4,Indramayu,18_Kiarasari,Drone (rice field),107.884873,-6.435555
4,Indramayu,18_Kiarasari,Drone (rice field),107.885345,-6.435534
4,Indramayu,18_Kiarasari,Drone (rice field),107.884894,-6.435537
4,Indramayu,18_Kiarasari,Drone (rice field),107.885336,-6.434976
4,Indramayu,18_Kiarasari,Drone (rice field),107.885697,-6.436256
4,Indramayu,18_Kiarasari,Drone (rice field),107.88445,-6.436894
4,Indramayu,18_Kiarasari,Drone (rice field),107.88535,-6.436437
4,Indramayu,18_Kiarasari,Drone (rice field),107.885289,-6.435913
4,Indramayu,18_Kiarasari,Drone (rice field),107.885263,-6.436574
4,Indramayu,18_Kiarasari,Drone (rice field),107.885408,-6.436253
4,Indramayu,18_Kiarasari,Drone (rice field),107.884891,-6.435085
4,Indramayu,18_Kiarasari,Drone (rice field),107.88496,-6.436571
4,Indramayu,18_Kiarasari,Drone (rice field),107.884014,-6.435519
4,Indramayu,18_Kiarasari,Drone (rice field),107.885698,-6.435923
4,Indramayu,18_Kiarasari,Drone (rice field),107.884404,-6.436872
4,Indramayu,18_Kiarasari,Drone (rice field),107.88395,-6.434941
4,Indramayu,18_Kiarasari,Drone (rice field),107.884849,-6.436233
4,Indramayu,18_Kiarasari,Drone (rice field),107.884486,-6.435201
4,Indramayu,18_Kiarasari,Drone (rice field),107.88438,-6.434928
4,Indramayu,18_Kiarasari,Drone (rice field),107.884453,-6.436212
4,Indramayu,18_Kiarasari,Drone (rice field),107.885348,-6.435986
4,Indramayu,18 Kiarasari,Drone (rice field),107.884178,-6.435675
4,Indramayu,18_Kiarasari,Drone (rice field),107.884899,-6.43644
4,Indramayu,18_Kiarasari,Drone (rice field),107.883544,-6.437065
4,Indramayu,18_Kiarasari,Drone (rice field),107.884447,-6.436443
4,Indramayu,18_Kiarasari,Drone (rice field),107.883993,-6.435993
4,Indramayu,18_Kiarasari,Drone (rice field),107.883988,-6.43509
4,Indramayu,18_Kiarasari,Drone (rice field),107.884459,-6.436538
4,Indramayu,18_Kiarasari,Drone (rice field),107.884445,-6.435991
4,Indramayu,18_Kiarasari,Drone (rice field),107.883998,-6.436897
4,Indramayu,18_Kiarasari,Drone (rice field),107.884442,-6.435539
4,Indramayu,18_Kiarasari,Drone (rice field),107.884457,-6.435538
4,Indramayu,18_Kiarasari,Drone (rice field),107.884913,-6.435224
4,Indramayu,18_Kiarasari,Drone (rice field),107.884082,-6.436197
4,Indramayu,18_Kiarasari,Drone (rice field),107.883991,-6.435542
4,Indramayu,18_Kiarasari,Drone (rice field),107.884057,-6.43686
4,Indramayu,18_Kiarasari,Drone (rice field),107.884839,-6.436895
4,Indramayu,18_Kiarasari,Drone (rice field),107.885676,-6.436594
4,Indramayu,18_Kiarasari,Drone (rice field),107.885206,-6.436246
4,Indramayu,18_Kiarasari,Drone (rice field),107.884901,-6.436892
4,Indramayu,18_Kiarasari,Drone (rice field),107.885013,-6.437106
3,Cirebon,20_Kroya1,Drone (rice field),108.07498,-6.482246
3,Cirebon,20_Kroya1,Drone (rice field),108.074885,-6.48222
3,Cirebon,20_Kroya1,Drone (rice field),108.074832,-6.481853
4,Cirebon,20_Kroya1,Drone (rice field),108.074983,-6.482743
4,Cirebon,20_Kroya1,Drone (rice field),108.074917,-6.482966
3,Cirebon,20_Kroya1,Drone (rice field),108.074736,-6.482803
3,Cirebon,20_Kroya1,Drone (rice field),108.074837,-6.482757
3,Cirebon,20_Kroya1,Drone (rice field),108.074872,-6.482693
3,Cirebon,20_Kroya1,Drone (rice field),108.07483,-6.481664
4,Cirebon,20_Kroya1,Drone (rice field),108.074937,-6.481454
3,Cirebon,20_Kroya1,Drone (rice field),108.07476,-6.482017
3,Cirebon,20_Kroya1,Drone (rice field),108.074744,-6.482204
3,Cirebon,20_Kroya1,Drone (rice field),108.074735,-6.482436
3,Cirebon,20_Kroya1,Drone (rice field),108.074835,-6.482305
3,Cirebon,20_Kroya1,Drone (rice field),108.074736,-6.482288
3,Cirebon,20_Kroya1,Drone (rice field),108.074735,-6.482573
4,Cirebon,20_Kroya1,Drone (rice field),108.074829,-6.481402
4,Karawang,5_Rengasdengklok04,Field Survey,107.344203,-6.211888
3,Karawang,5_Rengasdengklok04,Field Survey,107.344054,-6.212374
4,Karawang,5_Rengasdengklok04,Field Survey,107.344099,-6.211885
2,Karawang,,Drone (50x50),107.360139,-6.218361
2,Karawang,,Drone (rice field),107.360139,-6.218361
4,Karawang,5_Rengasdengklok04,Field Survey,107.344196,-6.212096
4,Karawang,5_Rengasdengklok04,Field Survey,107.343092,-6.212229
4,Karawang,5_Rengasdengklok04,Field Survey,107.343873,-6.21181
4,Karawang,5_Rengasdengklok04,Drone (50x50),107.343608,-6.211655
4,Karawang,5_Rengasdengklok04,Field Survey,107.343504,-6.211994
4,Karawang,5_Rengasdengklok04,Drone (50x50),107.344018,-6.211499
4,Karawang,5_Rengasdengklok04,Field Survey,107.343042,-6.212506
4,Karawang,5_Rengasdengklok04,Field Survey,107.343883,-6.212584
4,Karawang,5_Rengasdengklok04,Field Survey,107.343648,-6.211887
4,Karawang,5_Rengasdengklok04,Drone (50x50),107.343923,-6.211605
4,Karawang,5_Rengasdengklok04,Field Survey,107.343825,-6.212023
4,Karawang,5 Rengasdengklok4,Field Survey,107.343944,-6.211694
4,Karawang,5_Rengasdengklok04,Field Survey,107.343214,-6.212555
4,Karawang,5_Rengasdengklok04,Field Survey,107.343198,-6.212341
4,Karawang,5_Rengasdengklok04,Field Survey,107.343871,-6.212349
3,Karawang,5_Rengasdengklok04,Field Survey,107.344101,-6.212337
4,Karawang,5_Rengasdengklok04,Field Survey,107.34328,-6.211934
4,Karawang,5_Rengasdengklok04,Field Survey,107.34363,-6.212307
4,Karawang,5_Rengasdengklok04,Field Survey,107.343196,-6.211889
4,Karawang,5_Rengasdengklok04,Drone (50x50),107.34314,-6.211582
4,Karawang,5_Rengasdengklok04,Field Survey,107.343334,-6.212363
3,Karawang,5_Rengasdengklok04,Field Survey,107.344272,-6.212404
4,Karawang,5_Rengasdengklok04,Field Survey,107.34368,-6.212567
4,Karawang,5_Rengasdengklok04,Drone (50x50),107.343374,-6.21162
4,Karawang,5_Rengasdengklok04,Field Survey,107.34365,-6.212339
6,Karawang,,Drone (50x50),107.372306,-6.184194
6,Karawang,,Drone (rice field),107.372306,-6.184194
4,Karawang,5_Rengasdengklok04,Field Survey,107.343094,-6.211855
4,Karawang,5_Rengasdengklok04,Field Survey,107.344284,-6.211536
4,Karawang,5_Rengasdengklok04,Field Survey,107.34425,-6.211692
4,Karawang,5_Rengasdengklok04,Field Survey,107.343471,-6.212598
1,Karawang,17_Rawamerta,Drone (rice field),107.342794,-6.214843
1,Karawang,17_Rawamerta,Drone (rice field),107.34248,-6.214676
1,Karawang,17_Rawamerta,Drone (rice field),107.343825,-6.214997
1,Karawang,17_Rawamerta,Drone (50x50),107.342606,-6.214461
1,Karawang,17_Rawamerta,Drone (rice field),107.343632,-6.214588
1,Karawang,17_Rawamerta,Drone (50x50),107.342155,-6.214463
1,Karawang,17_Rawamerta,Drone (rice field),107.341933,-6.214557
1,Karawang,17_Rawamerta,Drone (rice field),107.34246,-6.213964
1,Karawang,17_Rawamerta,Drone (50x50),107.342608,-6.214913
1,Karawang,17_Rawamerta,Drone (50x50),107.343511,-6.214909
1,Karawang,17_Rawamerta,Drone (rice field),107.343521,-6.214965
1,Karawang,17_Rawamerta,Drone (rice field),107.344057,-6.214677
1,Karawang,17_Rawamerta,Drone (rice field),107.342525,-6.214469
1,Karawang,17_Rawamerta,Drone (rice field),107.341831,-6.215031
5,Karawang,20_Sindangkerta,Drone (rice field),107.344282,-6.212421
1,Karawang,17_Rawamerta,Drone (rice field),107.342212,-6.214282
6,Karawang,17_Rawamerta,Drone (rice field),107.342269,-6.215795
1,Karawang,17_Rawamerta,Drone (rice field),107.34244,-6.214884
1,Karawang,17_Rawamerta,Drone (50x50),107.342306,-6.213861
1,Karawang,17_Rawamerta,Drone (rice field),107.342571,-6.214253
6,Karawang,20_Sindangkerta,Drone (50x50),107.344403,-6.212194
1,Karawang,17_Rawamerta,Drone (rice field),107.34187,-6.214763
1,Karawang,17_Rawamerta,Drone (50x50),107.342157,-6.214915
1,Karawang,17_Rawamerta,Drone (rice field),107.344064,-6.214482
1,Karawang,17_Rawamerta,Drone (rice field),107.342148,-6.214599
1,Karawang,17_Rawamerta,Drone (rice field),107.342885,-6.21443
1,Karawang,17_Rawamerta,Drone (rice field),107.343277,-6.214529
1,Karawang,17_Rawamerta,Drone (50x50),107.343509,-6.214457
1,Karawang,17_Rawamerta,Drone (50x50),107.342153,-6.214011
6,Karawang,17_Rawamerta,Drone (rice field),107.342946,-6.215927
1,Karawang,17_Rawamerta,Drone (rice field),107.34309,-6.215247
6,Karawang,20_Sindangkerta,Drone (rice field),107.344222,-6.2119
1,Karawang,17_Rawamerta,Drone (rice field),107.343884,-6.214629
6,Karawang,20_Sindangkerta,Drone (50x50),107.343497,-6.211746
1,Karawang,17_Rawamerta,Drone (rice field),107.343006,-6.214115
1,Karawang,17_Rawamerta,Drone (rice field),107.342206,-6.213954
1,Karawang,17_Rawamerta,Drone (50x50),107.343963,-6.214907
1,Karawang,17_Rawamerta,Drone (rice field),107.343994,-6.214924
1,Karawang,17_Rawamerta,Drone (rice field),107.342258,-6.215117
6,Karawang,20_Sindangkerta,Drone (50x50),107.343044,-6.211296
1,Karawang,17_Rawamerta,Drone (rice field),107.343461,-6.215301
1,Karawang,17_Rawamerta,Drone (rice field),107.343149,-6.214912
1,Karawang,17_Rawamerta,Drone (50x50),107.343961,-6.214455
6,Karawang,17_Rawamerta,Drone (rice field),107.342184,-6.216174
1,Karawang,17_Rawamerta,Drone (rice field),107.34397,-6.214442
6,Karawang,17_Rawamerta,Drone (50x50),107.342163,-6.216271
1,Karawang,17_Rawamerta,Drone (50x50),107.342604,-6.214009
6,Karawang,17_Rawamerta,Drone (rice field),107.342386,-6.2169
1,Karawang,17_Rawamerta,Drone (rice field),107.341989,-6.214363
6,Karawang,17_Rawamerta,Drone (50x50),107.342165,-6.216723
6,Karawang,17_Rawamerta,Drone (rice field),107.34256,-6.217334
1,Karawang,17_Rawamerta,Drone (rice field),107.342467,-6.21739
6,Karawang,17_Rawamerta,Drone (50x50),107.341707,-6.215369
6,Karawang,17_Rawamerta,Drone (rice field),107.341682,-6.215379
1,Karawang,17_Rawamerta,Drone (rice field),107.342107,-6.214811
6,Karawang,20_Sindangkerta,Drone (rice field),107.344209,-6.212111
1,Karawang,17_Rawamerta,Drone (50x50),107.34306,-6.214911
1,Karawang,17_Rawamerta,Drone (50x50),107.343062,-6.215363
1,Karawang,17_Rawamerta,Drone (rice field),107.342758,-6.214041
6,Karawang,17_Rawamerta,Drone (rice field),107.343226,-6.216376
6,Karawang,17_Rawamerta,Drone (rice field),107.342864,-6.216315
1,Karawang,17_Rawamerta,Drone (50x50),107.343058,-6.214459
1,Karawang,17_Rawamerta,Drone (rice field),107.342734,-6.215194
1,Karawang,17_Rawamerta,Drone (50x50),107.343513,-6.215361
6,Karawang,17_Rawamerta,Drone (rice field),107.342329,-6.215493
6,Karawang,17_Rawamerta,Drone (50x50),107.343066,-6.216267
6,Karawang,20_Sindangkerta,Drone (50x50),107.343431,-6.212258
5,Karawang,20_Sindangkerta,Drone (50x50),107.344292,-6.212253
6,Karawang,17_Rawamerta,Drone (rice field),107.341327,-6.21677
6,Karawang,20_Sindangkerta,Drone (rice field),107.34333,-6.212371
1,Karawang,17_Rawamerta,Drone (50x50),107.341715,-6.217177
1,Karawang,17_Rawamerta,Drone (rice field),107.341701,-6.217189
6,Karawang,17_Rawamerta,Drone (rice field),107.343011,-6.215609
1,Karawang,17_Rawamerta,Drone (rice field),107.343753,-6.215329
6,Karawang,17_Rawamerta,Drone (rice field),107.341981,-6.21543
6,Karawang,17_Rawamerta,Drone (rice field),107.342353,-6.21704
6,Karawang,17_Rawamerta,Drone (rice field),107.341919,-6.215732
6,Karawang,20_Sindangkerta,Drone (rice field),107.343129,-6.212758
6,Karawang,17_Rawamerta,Drone (rice field),107.343535,-6.216007
6,Karawang,20_Sindangkerta,Drone (rice field),107.344253,-6.211699
6,Karawang,17_Rawamerta,Drone (50x50),107.342161,-6.215819
6,Karawang,17_Rawamerta,Drone (rice field),107.342691,-6.217114
6,Karawang,20_Sindangkerta,Drone (rice field),107.344037,-6.210996
6,Karawang,17_Rawamerta,Drone (50x50),107.342159,-6.215367
1,Karawang,17_Rawamerta,Drone (rice field),107.341919,-6.217256
6,Karawang,20_Sindangkerta,Drone (50x50),107.34305,-6.212651
6,Karawang,20_Sindangkerta,Drone (50x50),107.343499,-6.212198
1,Karawang,17_Rawamerta,Drone (rice field),107.342711,-6.217458
6,Karawang,17_Rawamerta,Drone (rice field),107.342977,-6.217164
6,Karawang,20_Sindangkerta,Drone (rice field),107.343622,-6.21231
6,Karawang,17_Rawamerta,Drone (rice field),107.342735,-6.216951
6,Karawang,20_Sindangkerta,Drone (rice field),107.343498,-6.212012
6,Karawang,17_Rawamerta,Drone (rice field),107.341376,-6.216401
6,Karawang,20_Sindangkerta,Drone (rice field),107.34338,-6.211553
6,Karawang,17_Rawamerta,Drone (50x50),107.343064,-6.215815
6,Karawang,17_Rawamerta,Drone (rice field),107.342665,-6.215548
6,Karawang,17_Rawamerta,Drone (rice field),107.342244,-6.217255
1,Karawang,17_Rawamerta,Drone (rice field),107.342059,-6.217287
6,Karawang,20_Sindangkerta,Drone (rice field),107.344175,-6.212321
6,Karawang,17_Rawamerta,Drone (50x50),107.342612,-6.215817
6,Karawang,17_Rawamerta,Drone (rice field),107.342599,-6.215859
6,Karawang,20_Sindangkerta,Drone (rice field),107.343212,-6.212604
6,Karawang,20_Sindangkerta,Drone (rice field),107.342918,-6.212535
6,Karawang,17_Rawamerta,Drone (50x50),107.341711,-6.216273
6,Karawang,20_Sindangkerta,Drone (rice field),107.343993,-6.211198
6,Karawang,20_Sindangkerta,Drone (rice field),107.343424,-6.211114
6,Karawang,20_Sindangkerta,Drone (rice field),107.343611,-6.211607
6,Karawang,17_Rawamerta,Drone (50x50),107.343068,-6.216719
6,Karawang,20_Sindangkerta,Drone (rice field),107.342857,-6.211386
6,Karawang,17_Rawamerta,Drone (rice field),107.343114,-6.216718
6,Karawang,17_Rawamerta,Drone (rice field),107.342018,-6.216974
6,Karawang,17_Rawamerta,Drone (50x50),107.34307,-6.217171
6,Karawang,20_Sindangkerta,Drone (rice field),107.343869,-6.211814
6,Karawang,20_Sindangkerta,Drone (rice field),107.343389,-6.212803
6,Karawang,20_Sindangkerta,Drone (rice field),107.344,-6.212689
6,Karawang,20_Sindangkerta,Drone (50x50),107.344399,-6.21129
6,Karawang,20_Sindangkerta,Drone (50x50),107.344401,-6.211742
6,Karawang,17_Rawamerta,Drone (rice field),107.3421,-6.216855
6,Karawang,17_Rawamerta,Drone (rice field),107.341881,-6.216823
6,Karawang,17_Rawamerta,Drone (50x50),107.343515,-6.215813
6,Karawang,17_Rawamerta,Drone (50x50),107.341261,-6.216727
6,Karawang,20_Sindangkerta,Drone (rice field),107.343818,-6.212034
6,Karawang,20_Sindangkerta,Drone (rice field),107.343475,-6.212698
6,Karawang,20_Sindangkerta,Drone (50x50),107.343949,-6.211744
6,Karawang,17_Rawamerta,Drone (rice field),107.342094,-6.216561
6,Karawang,20_Sindangkerta,Drone (rice field),107.3431,-6.211492
6,Karawang,20_Sindangkerta,Drone (50x50),107.343953,-6.212647
6,Karawang,17_Rawamerta,Drone (rice field),107.34331,-6.215996
6,Karawang,20_Sindangkerta,Drone (50x50),107.343495,-6.211294
6,Karawang,17_Rawamerta,Drone (rice field),107.343626,-6.215719
6,Karawang,20_Sindangkerta,Drone (rice field),107.343069,-6.211884
6,Karawang,17_Rawamerta,Drone (rice field),107.341462,-6.216051
6,Karawang,20_Sindangkerta,Drone (rice field),107.343867,-6.212682
6,Karawang,20_Sindangkerta,Drone (50x50),107.343501,-6.212649
6,Karawang,17_Rawamerta,Drone (rice field),107.341211,-6.216895
6,Karawang,17_Rawamerta,Drone (rice field),107.343376,-6.215679
6,Karawang,20_Sindangkerta,Drone (rice field),107.344052,-6.212371
6,Karawang,20_Sindangkerta,Drone (rice field),107.343923,-6.211608
6,Karawang,20_Sindangkerta,Drone (rice field),107.344278,-6.211484
6,Karawang,17_Rawamerta,Drone (50x50),107.340811,-6.215694
6,Karawang,20_Sindangkerta,Drone (50x50),107.343947,-6.211292
6,Karawang,20_Sindangkerta,Drone (rice field),107.34327,-6.211953
6,Karawang,20_Sindangkerta,Drone (rice field),107.343147,-6.211094
6,Karawang,20_Sindangkerta,Drone (rice field),107.344325,-6.211026
6,Karawang,20_Sindangkerta,Drone (50x50),107.343833,-6.211694
6,Karawang,17_Rawamerta,Drone (rice field),107.341567,-6.216823
6,Karawang,17_Rawamerta,Drone (rice field),107.342774,-6.217396
6,Karawang,20_Sindangkerta,Drone (rice field),107.34396,-6.211408
6,Karawang,20_Sindangkerta,Drone (50x50),107.343046,-6.211748
