no,survei,bujur,lintang,tanggal,fase
84252,3,109.375351,-7.504766,2024-06-05,1
84253,3,109.375532,-7.504739,2024-06-05,1
84254,3,109.374899,-7.50477,2024-06-05,1
84255,3,109.374465,-7.504643,2024-06-05,1
84256,3,109.375545,-7.504671,2024-06-05,1
84257,3,109.374539,-7.504648,2024-06-05,1
84258,3,109.37461,-7.504679,2024-06-05,1
84259,3,109.375335,-7.504664,2024-06-05,1
84260,3,109.375096,-7.50468,2024-06-05,1
84261,3,109.375559,-7.504607,2024-06-05,1
84262,3,109.375571,-7.504543,2024-06-05,1
84263,3,109.375316,-7.504545,2024-06-05,1
84264,3,109.374245,-7.504519,2024-06-05,1
84265,3,109.375583,-7.504477,2024-06-05,1
84266,3,109.375308,-7.504464,2024-06-05,1
84267,3,109.375075,-7.504539,2024-06-05,1
84268,3,109.374212,-7.504438,2024-06-05,1
84269,3,109.375603,-7.504412,2024-06-05,1
84270,3,109.37416,-7.504452,2024-06-05,1
84271,3,109.37531,-7.504397,2024-06-05,1
84272,3,109.375607,-7.504349,2024-06-05,1
84273,3,109.375321,-7.504315,2024-06-05,1
84274,3,109.375115,-7.504271,2024-06-05,1
84275,3,109.375628,-7.504283,2024-06-05,1
84276,3,109.375283,-7.504252,2024-06-05,1
84277,3,109.375124,-7.504202,2024-06-05,1
84278,3,109.375626,-7.504216,2024-06-05,1
84279,3,109.375272,-7.50419,2024-06-05,1
84280,3,109.375866,-7.504179,2024-06-05,1
84281,3,109.374228,-7.504286,2024-06-05,1
84282,3,109.375617,-7.504154,2024-06-05,1
84283,3,109.375051,-7.504403,2024-06-05,1
84284,3,109.375035,-7.504238,2024-06-05,1
84285,3,109.375083,-7.504118,2024-06-05,1
84286,3,109.375261,-7.504112,2024-06-05,1
84287,3,109.375881,-7.504103,2024-06-05,1
84288,3,109.3743,-7.504369,2024-06-05,1
84289,3,109.375537,-7.504089,2024-06-05,1
84290,3,109.37576,-7.504067,2024-06-05,1
84291,3,109.374383,-7.504312,2024-06-05,1
84292,3,109.375159,-7.504034,2024-06-05,1
84293,3,109.375897,-7.50401,2024-06-05,1
84294,3,109.375574,-7.503994,2024-06-05,1
84295,3,109.374355,-7.503971,2024-06-05,1
84296,3,109.375477,-7.503931,2024-06-05,1
84297,3,109.375714,-7.503922,2024-06-05,1
84298,3,109.37586,-7.503933,2024-06-05,1
84299,3,109.375268,-7.503977,2024-06-05,1
84300,3,109.375144,-7.50393,2024-06-05,1
84301,3,109.375092,-7.50397,2024-06-05,1
84302,3,109.37503,-7.503962,2024-06-05,1
84303,3,109.374967,-7.503972,2024-06-05,1
84304,3,109.374909,-7.503963,2024-06-05,1
84305,3,109.374387,-7.50395,2024-06-05,1
84306,3,109.374866,-7.504118,2024-06-05,1
84307,3,109.374776,-7.504128,2024-06-05,1
84308,3,109.374742,-7.504387,2024-06-05,1
84309,3,109.374628,-7.504333,2024-06-05,1
84310,3,109.374483,-7.504208,2024-06-05,1
84311,3,109.375908,-7.503821,2024-06-05,1
84312,3,109.375409,-7.503816,2024-06-05,1
84313,3,109.375762,-7.503737,2024-06-05,1
84314,3,109.375656,-7.503807,2024-06-05,1
84315,3,109.375708,-7.503708,2024-06-05,1
84316,3,109.375517,-7.503764,2024-06-05,1
84317,3,109.374502,-7.503704,2024-06-05,1
84318,3,109.37516,-7.50375,2024-06-05,1
84319,3,109.374731,-7.503675,2024-06-05,1
84320,3,109.375269,-7.50371,2024-06-05,1
84321,3,109.375386,-7.503645,2024-06-05,1
84322,3,109.375246,-7.503515,2024-06-05,1
84323,3,109.375101,-7.503623,2024-06-05,1
84324,3,109.37499,-7.503606,2024-06-05,1
84325,3,109.37488,-7.503589,2024-06-05,1
84326,3,109.374821,-7.503452,2024-06-05,1
84327,3,109.374673,-7.503531,2024-06-05,1
84328,3,109.374631,-7.503428,2024-06-05,1
84329,3,109.35245,-7.436383,2024-06-05,1
84330,3,109.352454,-7.436327,2024-06-05,1
84331,3,109.352437,-7.436269,2024-06-05,1
84332,3,109.352789,-7.436253,2024-06-05,1
84333,3,109.352861,-7.436226,2024-06-05,1
84334,3,109.352573,-7.436268,2024-06-05,1
84335,3,109.353041,-7.436154,2024-06-05,1
84336,3,109.352952,-7.43617,2024-06-05,1
84337,3,109.352863,-7.436176,2024-06-05,1
84338,3,109.352786,-7.436185,2024-06-05,1
84339,3,109.352659,-7.436218,2024-06-05,1
84340,3,109.352415,-7.436177,2024-06-05,1
84341,3,109.352275,-7.436132,2024-06-05,1
84342,3,109.352829,-7.436113,2024-06-05,1
84343,3,109.352635,-7.43612,2024-06-05,1
84344,3,109.352596,-7.436015,2024-06-05,1
84345,3,109.352336,-7.436007,2024-06-05,1
84346,3,109.3522,-7.435956,2024-06-05,1
84347,3,109.352819,-7.436008,2024-06-05,1
84348,3,109.352979,-7.436022,2024-06-05,1
84349,3,109.353164,-7.436005,2024-06-05,1
84350,3,109.353379,-7.435934,2024-06-05,1
84351,3,109.353602,-7.435875,2024-06-05,1
84352,3,109.353768,-7.435827,2024-06-05,1
84353,3,109.353225,-7.435853,2024-06-05,1
84354,3,109.352204,-7.435836,2024-06-05,1
84355,3,109.352383,-7.43584,2024-06-05,1
84356,3,109.352568,-7.43584,2024-06-05,1
84357,3,109.352838,-7.435837,2024-06-05,1
84358,3,109.353552,-7.435808,2024-06-05,1
84359,3,109.353747,-7.435781,2024-06-05,1
84360,3,109.353155,-7.435751,2024-06-05,1
84361,3,109.35214,-7.435693,2024-06-05,1
84362,3,109.352352,-7.435696,2024-06-05,1
84363,3,109.352596,-7.435693,2024-06-05,1
84364,3,109.353457,-7.435712,2024-06-05,1
84365,3,109.35286,-7.435691,2024-06-05,1
84366,3,109.353184,-7.435637,2024-06-05,1
84367,3,109.35199,-7.435548,2024-06-05,1
84368,3,109.35212,-7.435583,2024-06-05,1
84369,3,109.352357,-7.435581,2024-06-05,1
84370,3,109.352595,-7.435577,2024-06-05,1
84371,3,109.352854,-7.435574,2024-06-05,1
84372,3,109.353674,-7.435646,2024-06-05,1
84373,3,109.351974,-7.435484,2024-06-05,1
84374,3,109.353133,-7.435536,2024-06-05,1
84375,3,109.35211,-7.435493,2024-06-05,1
84376,3,109.352354,-7.435489,2024-06-05,1
84377,3,109.352594,-7.435485,2024-06-05,1
84378,3,109.352849,-7.435481,2024-06-05,1
84379,3,109.353432,-7.435536,2024-06-05,1
84380,3,109.35195,-7.435406,2024-06-05,1
84381,3,109.352103,-7.435408,2024-06-05,1
84382,3,109.352322,-7.435406,2024-06-05,1
84383,3,109.35259,-7.435403,2024-06-05,1
84384,3,109.352871,-7.435398,2024-06-05,1
84385,3,109.353115,-7.435403,2024-06-05,1
84386,3,109.351934,-7.435337,2024-06-05,1
84387,3,109.352103,-7.435335,2024-06-05,1
84388,3,109.352367,-7.435328,2024-06-05,1
84389,3,109.353409,-7.435367,2024-06-05,1
84390,3,109.353609,-7.435438,2024-06-05,1
84391,3,109.352633,-7.435321,2024-06-05,1
84392,3,109.352867,-7.435314,2024-06-05,1
84393,3,109.353097,-7.435301,2024-06-05,1
84394,3,109.353378,-7.435277,2024-06-05,1
84395,3,109.352185,-7.43527,2024-06-05,1
84396,3,109.35204,-7.435271,2024-06-05,1
84397,3,109.351916,-7.43525,2024-06-05,1
84398,3,109.352039,-7.435217,2024-06-05,1
84399,3,109.352182,-7.435218,2024-06-05,1
84400,3,109.35239,-7.435235,2024-06-05,1
84401,3,109.352638,-7.435226,2024-06-05,1
84402,3,109.352926,-7.435215,2024-06-05,1
84403,3,109.353224,-7.435203,2024-06-05,1
84404,3,109.353441,-7.435197,2024-06-05,1
84405,3,109.3518,-7.435128,2024-06-05,1
84406,3,109.351925,-7.435149,2024-06-05,1
84407,3,109.35214,-7.435142,2024-06-05,1
84408,3,109.352365,-7.435135,2024-06-05,1
84409,3,109.352617,-7.435126,2024-06-05,1
84410,3,109.352882,-7.435116,2024-06-05,1
84411,3,109.353148,-7.435107,2024-06-05,1
84412,3,109.353375,-7.4351,2024-06-05,1
84413,3,109.351782,-7.435055,2024-06-05,1
84414,3,109.351921,-7.435056,2024-06-05,1
84415,3,109.352135,-7.43505,2024-06-05,1
84416,3,109.352359,-7.435043,2024-06-05,1
84417,3,109.352612,-7.435034,2024-06-05,1
84418,3,109.352878,-7.435025,2024-06-05,1
84419,3,109.353143,-7.435017,2024-06-05,1
84420,3,109.353351,-7.435012,2024-06-05,1
84421,3,109.351756,-7.434954,2024-06-05,1
84422,3,109.351919,-7.434954,2024-06-05,1
84423,3,109.352131,-7.434948,2024-06-05,1
84424,3,109.352352,-7.434941,2024-06-05,1
84425,3,109.352605,-7.434933,2024-06-05,1
84426,3,109.352872,-7.434925,2024-06-05,1
84427,3,109.353137,-7.434917,2024-06-05,1
84428,3,109.353324,-7.434915,2024-06-05,1
84429,3,109.351949,-7.434835,2024-06-05,1
84430,3,109.352346,-7.434823,2024-06-05,1
84431,3,109.352599,-7.434816,2024-06-05,1
84432,3,109.352888,-7.434809,2024-06-05,1
84433,3,109.353184,-7.434803,2024-06-05,1
84434,3,109.351983,-7.434725,2024-06-05,1
84435,3,109.352207,-7.434702,2024-06-05,1
84436,3,109.352421,-7.434697,2024-06-05,1
84437,3,109.352628,-7.434692,2024-06-05,1
84438,3,109.352083,-7.434635,2024-06-05,1
84439,3,109.352867,-7.434688,2024-06-05,1
84440,3,109.353134,-7.434684,2024-06-05,1
84441,3,109.35223,-7.434601,2024-06-05,1
84442,3,109.352417,-7.434587,2024-06-05,1
84443,3,109.352625,-7.434582,2024-06-05,1
84444,3,109.352863,-7.434578,2024-06-05,1
84445,3,109.353106,-7.434576,2024-06-05,1
84446,3,109.352418,-7.434509,2024-06-05,1
84447,3,109.352601,-7.434475,2024-06-05,1
84448,3,109.352836,-7.434469,2024-06-05,1
84449,3,109.353069,-7.434471,2024-06-05,1
84450,3,109.352652,-7.434387,2024-06-05,1
84451,3,109.352907,-7.434374,2024-06-05,1
84452,3,109.352809,-7.434319,2024-06-05,1
84453,3,109.352978,-7.434286,2024-06-05,1
84477,3,109.413661,-7.42696,2024-06-05,1
84485,3,109.413605,-7.426897,2024-06-05,1
84494,3,109.413736,-7.426877,2024-06-05,1
84496,3,109.413672,-7.426861,2024-06-05,1
84509,3,109.413798,-7.426818,2024-06-05,1
84527,3,109.413863,-7.426752,2024-06-05,1
84535,3,109.413839,-7.426698,2024-06-05,1
84750,3,108.986093,-7.154212,2024-06-05,1
84751,3,108.985667,-7.154029,2024-06-05,1
84752,3,108.986169,-7.154016,2024-06-05,1
84753,3,108.986255,-7.1539,2024-06-05,1
84754,3,108.985646,-7.153896,2024-06-05,1
84755,3,108.985971,-7.153966,2024-06-05,1
84756,3,108.986037,-7.153851,2024-06-05,1
84757,3,108.986063,-7.153791,2024-06-05,1
84758,3,108.985739,-7.153929,2024-06-05,1
84759,3,108.986353,-7.153765,2024-06-05,1
84760,3,108.98613,-7.153748,2024-06-05,1
84761,3,108.98643,-7.153634,2024-06-05,1
84762,3,108.985792,-7.153733,2024-06-05,1
84763,3,108.985574,-7.153795,2024-06-05,1
84764,3,108.985391,-7.153575,2024-06-05,1
84765,3,108.986458,-7.153569,2024-06-05,1
84766,3,108.986332,-7.153627,2024-06-05,1
84767,3,108.986047,-7.153633,2024-06-05,1
84768,3,108.98532,-7.153536,2024-06-05,1
84769,3,108.986484,-7.153507,2024-06-05,1
84770,3,108.985484,-7.153655,2024-06-05,1
84771,3,108.986153,-7.153666,2024-06-05,1
84772,3,108.985384,-7.153479,2024-06-05,1
84773,3,108.985893,-7.153534,2024-06-05,1
84774,3,108.986518,-7.153408,2024-06-05,1
84775,3,108.986298,-7.153532,2024-06-05,1
84776,3,108.986197,-7.153557,2024-06-05,1
84777,3,108.985704,-7.153414,2024-06-05,1
84778,3,108.98621,-7.153317,2024-06-05,1
84779,3,108.986278,-7.15339,2024-06-05,1
84780,3,108.986361,-7.15331,2024-06-05,1
84781,3,108.985913,-7.153342,2024-06-05,1
84782,3,108.985463,-7.153316,2024-06-05,1
84783,3,108.985877,-7.153176,2024-06-05,1
84784,3,108.98556,-7.153196,2024-06-05,1
84785,3,108.986051,-7.153227,2024-06-05,1
84786,3,108.985939,-7.153057,2024-06-05,1
84787,3,108.985612,-7.153138,2024-06-05,1
84788,3,108.985445,-7.153065,2024-06-05,1
84789,3,108.985661,-7.153087,2024-06-05,1
84790,3,108.986067,-7.153106,2024-06-05,1
84791,3,108.986207,-7.153162,2024-06-05,1
84792,3,108.986639,-7.153084,2024-06-05,1
84793,3,108.986353,-7.153046,2024-06-05,1
84794,3,108.986311,-7.152923,2024-06-05,1
84795,3,108.985702,-7.153033,2024-06-05,1
84796,3,108.985517,-7.152968,2024-06-05,1
84797,3,108.986457,-7.153182,2024-06-05,1
84798,3,108.98654,-7.153132,2024-06-05,1
84799,3,108.986326,-7.152865,2024-06-05,1
84800,3,108.986212,-7.152957,2024-06-05,1
84801,3,108.985752,-7.152949,2024-06-05,1
84802,3,108.985826,-7.152879,2024-06-05,1
84803,3,108.985641,-7.152781,2024-06-05,1
84804,3,108.986086,-7.152803,2024-06-05,1
84805,3,108.985701,-7.152742,2024-06-05,1
84806,3,108.985833,-7.15272,2024-06-05,1
84807,3,108.985961,-7.152841,2024-06-05,1
84808,3,108.985997,-7.15271,2024-06-05,1
84809,3,108.985713,-7.152659,2024-06-05,1
84810,3,108.985864,-7.15259,2024-06-05,1
84811,3,108.985774,-7.152632,2024-06-05,1
84812,3,108.985794,-7.15258,2024-06-05,1
84830,3,109.052719,-6.981945,2024-06-05,1
84831,3,109.052565,-6.981933,2024-06-05,1
84861,3,109.052952,-6.98121,2024-06-05,1
84862,3,109.052634,-6.981189,2024-06-05,1
85058,3,108.937216,-6.913372,2024-06-05,1
85063,3,108.937223,-6.913119,2024-06-05,1
85065,3,108.938198,-6.912919,2024-06-05,1
85066,3,108.938014,-6.912914,2024-06-05,1
85071,3,108.938194,-6.912731,2024-06-05,1
85072,3,108.938008,-6.912726,2024-06-05,1
85079,3,108.938665,-6.912791,2024-06-05,1
85080,3,109.488023,-7.716088,2024-06-05,1
126993,4,109.391622,-6.870947,2024-04-30,1
127307,4,109.382349,-6.874462,2024-04-30,1
127308,4,109.382802,-6.874464,2024-04-30,1
127325,4,109.391406,-6.87178,2024-04-30,1
127326,4,109.391859,-6.871781,2024-04-30,1
127328,4,109.390503,-6.871325,2024-04-30,1
127332,4,109.390505,-6.870872,2024-04-30,1
127333,4,109.390957,-6.870874,2024-04-30,1
128794,4,109.382132,-6.875221,2024-04-30,1
128796,4,109.381873,-6.875192,2024-04-30,1
128798,4,109.381554,-6.875159,2024-04-30,1
128799,4,109.381297,-6.875131,2024-04-30,1
128802,4,109.381119,-6.87511,2024-04-30,1
128839,4,109.383062,-6.874505,2024-04-30,1
128841,4,109.382641,-6.874492,2024-04-30,1
128845,4,109.383071,-6.874378,2024-04-30,1
128846,4,109.382818,-6.874371,2024-04-30,1
128848,4,109.382498,-6.874361,2024-04-30,1
128851,4,109.383091,-6.874289,2024-04-30,1
128852,4,109.382835,-6.874285,2024-04-30,1
128854,4,109.382499,-6.874279,2024-04-30,1
128910,4,109.382741,-6.873335,2024-04-30,1
128911,4,109.38245,-6.873331,2024-04-30,1
128957,4,109.391954,-6.871753,2024-04-30,1
128960,4,109.391295,-6.871774,2024-04-30,1
128961,4,109.391452,-6.871755,2024-04-30,1
128963,4,109.391612,-6.871732,2024-04-30,1
128965,4,109.391772,-6.871704,2024-04-30,1
128970,4,109.391935,-6.8716,2024-04-30,1
128974,4,109.391918,-6.871453,2024-04-30,1
128982,4,109.391586,-6.871432,2024-04-30,1
128983,4,109.39127,-6.871445,2024-04-30,1
128987,4,109.390429,-6.871285,2024-04-30,1
128988,4,109.390597,-6.871272,2024-04-30,1
128992,4,109.391565,-6.871177,2024-04-30,1
128995,4,109.391248,-6.871167,2024-04-30,1
128998,4,109.390416,-6.871098,2024-04-30,1
128999,4,109.390583,-6.871084,2024-04-30,1
129005,4,109.39123,-6.87095,2024-04-30,1
129008,4,109.391547,-6.870952,2024-04-30,1
129009,4,109.390569,-6.870906,2024-04-30,1
129012,4,109.390889,-6.870805,2024-04-30,1
129020,4,109.391526,-6.870705,2024-04-30,1
129026,4,109.390708,-6.87055,2024-04-30,1
129027,4,109.390867,-6.870535,2024-04-30,1
80626,3,108.894417,-6.950028,2024-06-05,2
80629,3,108.937914,-6.913283,2024-06-05,2
80630,3,108.938472,-6.913278,2024-06-05,2
80634,3,109.295694,-7.426111,2024-06-05,2
80637,3,109.413472,-7.426417,2024-06-05,2
80638,3,109.413361,-7.426667,2024-06-05,2
80641,3,109.295528,-7.649722,2024-06-05,2
80644,3,109.449389,-7.595722,2024-06-05,2
81124,3,109.208281,-7.650512,2024-06-05,2
81125,3,109.208734,-7.650513,2024-06-05,2
81126,3,109.209188,-7.650515,2024-06-05,2
81128,3,109.208283,-7.650059,2024-06-05,2
81129,3,109.208736,-7.650061,2024-06-05,2
81130,3,109.209189,-7.650063,2024-06-05,2
81132,3,109.208285,-7.649607,2024-06-05,2
81133,3,109.208738,-7.649609,2024-06-05,2
81134,3,109.209644,-7.649613,2024-06-05,2
81158,3,109.448652,-7.595832,2024-06-05,2
81159,3,109.449105,-7.595834,2024-06-05,2
81160,3,109.449559,-7.595835,2024-06-05,2
81198,3,109.2948,-7.427076,2024-06-05,2
81199,3,109.295253,-7.427078,2024-06-05,2
81200,3,109.295706,-7.42708,2024-06-05,2
81201,3,109.294801,-7.426624,2024-06-05,2
81202,3,109.295254,-7.426626,2024-06-05,2
81203,3,109.295707,-7.426628,2024-06-05,2
81204,3,109.294803,-7.426172,2024-06-05,2
81205,3,109.295256,-7.426174,2024-06-05,2
81206,3,109.295709,-7.426176,2024-06-05,2
81209,3,109.412564,-7.426609,2024-06-05,2
81210,3,109.413017,-7.426611,2024-06-05,2
81211,3,109.41347,-7.426612,2024-06-05,2
81212,3,109.413922,-7.426614,2024-06-05,2
81213,3,109.294805,-7.42572,2024-06-05,2
81214,3,109.295258,-7.425722,2024-06-05,2
81215,3,109.295711,-7.425724,2024-06-05,2
81218,3,109.413018,-7.426158,2024-06-05,2
81219,3,109.413471,-7.42616,2024-06-05,2
81220,3,109.413924,-7.426162,2024-06-05,2
81238,3,108.895298,-6.951217,2024-06-05,2
81239,3,108.894395,-6.950761,2024-06-05,2
81240,3,108.894847,-6.950763,2024-06-05,2
81241,3,108.8953,-6.950765,2024-06-05,2
81242,3,108.893945,-6.950307,2024-06-05,2
81243,3,108.894397,-6.950309,2024-06-05,2
81244,3,108.894849,-6.950311,2024-06-05,2
81245,3,108.895302,-6.950313,2024-06-05,2
81246,3,108.895754,-6.950315,2024-06-05,2
81247,3,108.893947,-6.949855,2024-06-05,2
81248,3,108.894399,-6.949857,2024-06-05,2
81249,3,108.894851,-6.949859,2024-06-05,2
81250,3,108.895304,-6.949861,2024-06-05,2
81252,3,108.894401,-6.949405,2024-06-05,2
81253,3,108.894853,-6.949407,2024-06-05,2
81261,3,108.93753,-6.913434,2024-06-05,2
81262,3,108.937983,-6.913436,2024-06-05,2
81263,3,108.93708,-6.91298,2024-06-05,2
81264,3,108.937532,-6.912982,2024-06-05,2
83892,3,109.209315,-7.650687,2024-06-05,2
83900,3,109.20828,-7.650692,2024-06-05,2
83901,3,109.20834,-7.650689,2024-06-05,2
83902,3,109.208985,-7.650617,2024-06-05,2
83903,3,109.209046,-7.650616,2024-06-05,2
83904,3,109.208485,-7.650599,2024-06-05,2
83905,3,109.208407,-7.650599,2024-06-05,2
83906,3,109.208579,-7.650596,2024-06-05,2
83907,3,109.208335,-7.65055,2024-06-05,2
83908,3,109.208666,-7.650591,2024-06-05,2
83909,3,109.208749,-7.650532,2024-06-05,2
83910,3,109.20887,-7.650584,2024-06-05,2
83911,3,109.208275,-7.650539,2024-06-05,2
83912,3,109.209197,-7.650572,2024-06-05,2
83913,3,109.209139,-7.650572,2024-06-05,2
83914,3,109.20931,-7.650543,2024-06-05,2
83923,3,109.208268,-7.650289,2024-06-05,2
83924,3,109.208327,-7.650299,2024-06-05,2
83925,3,109.208396,-7.650297,2024-06-05,2
83926,3,109.208478,-7.650294,2024-06-05,2
83927,3,109.208575,-7.65029,2024-06-05,2
83928,3,109.208663,-7.650284,2024-06-05,2
83929,3,109.208745,-7.650279,2024-06-05,2
83930,3,109.208862,-7.650276,2024-06-05,2
83931,3,109.208974,-7.650307,2024-06-05,2
83932,3,109.209034,-7.650307,2024-06-05,2
83933,3,109.209078,-7.650399,2024-06-05,2
83934,3,109.209128,-7.65026,2024-06-05,2
83935,3,109.209186,-7.650259,2024-06-05,2
83936,3,109.2093,-7.650249,2024-06-05,2
83944,3,109.208599,-7.650012,2024-06-05,2
83945,3,109.20874,-7.650004,2024-06-05,2
83946,3,109.209163,-7.649942,2024-06-05,2
83947,3,109.209373,-7.649927,2024-06-05,2
83948,3,109.209485,-7.649926,2024-06-05,2
83949,3,109.209635,-7.649919,2024-06-05,2
83950,3,109.209742,-7.649913,2024-06-05,2
83951,3,109.209789,-7.649915,2024-06-05,2
83953,3,109.208415,-7.649944,2024-06-05,2
83954,3,109.20883,-7.649927,2024-06-05,2
83955,3,109.208958,-7.649922,2024-06-05,2
83956,3,109.208282,-7.649937,2024-06-05,2
83957,3,109.209914,-7.649881,2024-06-05,2
83958,3,109.209272,-7.649781,2024-06-05,2
83959,3,109.208595,-7.649793,2024-06-05,2
83960,3,109.209081,-7.649868,2024-06-05,2
83961,3,109.208283,-7.649667,2024-06-05,2
83962,3,109.209155,-7.649692,2024-06-05,2
83963,3,109.208421,-7.649668,2024-06-05,2
83964,3,109.20979,-7.649679,2024-06-05,2
83965,3,109.208597,-7.649624,2024-06-05,2
83966,3,109.208735,-7.64973,2024-06-05,2
83967,3,109.208823,-7.649651,2024-06-05,2
83968,3,109.208949,-7.649646,2024-06-05,2
83969,3,109.20907,-7.649592,2024-06-05,2
83970,3,109.209151,-7.649561,2024-06-05,2
83971,3,109.209333,-7.649641,2024-06-05,2
83972,3,109.209482,-7.649654,2024-06-05,2
83973,3,109.209373,-7.649525,2024-06-05,2
83974,3,109.209636,-7.649653,2024-06-05,2
83975,3,109.209492,-7.649522,2024-06-05,2
83976,3,109.209915,-7.649623,2024-06-05,2
83977,3,109.209643,-7.649517,2024-06-05,2
83978,3,109.209793,-7.649539,2024-06-05,2
83979,3,109.209917,-7.649504,2024-06-05,2
84068,3,109.152216,-7.614225,2024-06-05,2
84091,3,109.449044,-7.595973,2024-06-05,2
84094,3,109.449018,-7.595938,2024-06-05,2
84095,3,109.449141,-7.595946,2024-06-05,2
84101,3,109.449021,-7.595877,2024-06-05,2
84102,3,109.448649,-7.595892,2024-06-05,2
84103,3,109.448519,-7.595919,2024-06-05,2
84104,3,109.449278,-7.595859,2024-06-05,2
84106,3,109.448921,-7.595837,2024-06-05,2
84108,3,109.449178,-7.595904,2024-06-05,2
84109,3,109.449586,-7.59593,2024-06-05,2
84110,3,109.449273,-7.595788,2024-06-05,2
84111,3,109.448925,-7.595766,2024-06-05,2
84112,3,109.44913,-7.595792,2024-06-05,2
84113,3,109.449272,-7.595727,2024-06-05,2
84114,3,109.448738,-7.595764,2024-06-05,2
84115,3,109.448777,-7.59586,2024-06-05,2
84116,3,109.448454,-7.59573,2024-06-05,2
84117,3,109.448526,-7.595733,2024-06-05,2
84118,3,109.449277,-7.595678,2024-06-05,2
84119,3,109.44959,-7.595826,2024-06-05,2
84120,3,109.449074,-7.595687,2024-06-05,2
84122,3,109.448922,-7.595662,2024-06-05,2
84124,3,109.449063,-7.595634,2024-06-05,2
84125,3,109.449591,-7.595739,2024-06-05,2
84126,3,109.449269,-7.595638,2024-06-05,2
84128,3,109.44874,-7.595672,2024-06-05,2
84130,3,109.44867,-7.595554,2024-06-05,2
84131,3,109.44892,-7.5956,2024-06-05,2
84132,3,109.448575,-7.595593,2024-06-05,2
84133,3,109.44848,-7.595601,2024-06-05,2
84135,3,109.449595,-7.595654,2024-06-05,2
84138,3,109.448365,-7.595649,2024-06-05,2
84140,3,109.448816,-7.595611,2024-06-05,2
84145,3,109.448807,-7.595479,2024-06-05,2
84150,3,109.448642,-7.595469,2024-06-05,2
84151,3,109.448456,-7.595463,2024-06-05,2
84170,3,109.4483,-7.595265,2024-06-05,2
84172,3,109.44837,-7.595319,2024-06-05,2
84176,3,109.448642,-7.595081,2024-06-05,2
84195,3,109.448394,-7.595054,2024-06-05,2
84196,3,109.448314,-7.595002,2024-06-05,2
84197,3,109.448295,-7.594996,2024-06-05,2
84215,3,109.448311,-7.59481,2024-06-05,2
84217,3,109.448427,-7.594676,2024-06-05,2
84218,3,109.448403,-7.594744,2024-06-05,2
84219,3,109.44838,-7.594852,2024-06-05,2
84222,3,109.448347,-7.594628,2024-06-05,2
84224,3,109.448373,-7.594616,2024-06-05,2
84235,3,109.448442,-7.594596,2024-06-05,2
84454,3,109.295259,-7.427132,2024-06-05,2
84455,3,109.29507,-7.427128,2024-06-05,2
84456,3,109.295743,-7.427117,2024-06-05,2
84457,3,109.295684,-7.427116,2024-06-05,2
84458,3,109.295569,-7.427112,2024-06-05,2
84459,3,109.295428,-7.427107,2024-06-05,2
84460,3,109.413762,-7.427054,2024-06-05,2
84461,3,109.295332,-7.427104,2024-06-05,2
84462,3,109.294828,-7.427104,2024-06-05,2
84463,3,109.294631,-7.427098,2024-06-05,2
84464,3,109.295111,-7.427049,2024-06-05,2
84465,3,109.413758,-7.427022,2024-06-05,2
84466,3,109.41385,-7.427021,2024-06-05,2
84467,3,109.413775,-7.42699,2024-06-05,2
84468,3,109.295794,-7.427041,2024-06-05,2
84469,3,109.413574,-7.426992,2024-06-05,2
84470,3,109.29563,-7.427001,2024-06-05,2
84471,3,109.295417,-7.426991,2024-06-05,2
84472,3,109.413446,-7.426966,2024-06-05,2
84473,3,109.295142,-7.426975,2024-06-05,2
84474,3,109.413804,-7.426958,2024-06-05,2
84475,3,109.413341,-7.426947,2024-06-05,2
84476,3,109.413269,-7.426937,2024-06-05,2
84478,3,109.29579,-7.426928,2024-06-05,2
84479,3,109.29472,-7.426957,2024-06-05,2
84480,3,109.413198,-7.426923,2024-06-05,2
84482,3,109.413616,-7.426937,2024-06-05,2
84483,3,109.413128,-7.426912,2024-06-05,2
84484,3,109.295625,-7.426918,2024-06-05,2
84486,3,109.413832,-7.426914,2024-06-05,2
84488,3,109.41306,-7.4269,2024-06-05,2
84489,3,109.295371,-7.426905,2024-06-05,2
84491,3,109.295142,-7.426894,2024-06-05,2
84492,3,109.413545,-7.426929,2024-06-05,2
84493,3,109.413863,-7.426867,2024-06-05,2
84497,3,109.413511,-7.42689,2024-06-05,2
84498,3,109.41364,-7.426847,2024-06-05,2
84499,3,109.413588,-7.426882,2024-06-05,2
84501,3,109.413401,-7.42687,2024-06-05,2
84504,3,109.413276,-7.42685,2024-06-05,2
84505,3,109.413886,-7.426822,2024-06-05,2
84506,3,109.295794,-7.426839,2024-06-05,2
84507,3,109.295365,-7.426831,2024-06-05,2
84508,3,109.295148,-7.426817,2024-06-05,2
84510,3,109.413729,-7.426801,2024-06-05,2
84513,3,109.41368,-7.426786,2024-06-05,2
84514,3,109.413623,-7.426783,2024-06-05,2
84515,3,109.413571,-7.426797,2024-06-05,2
84517,3,109.295621,-7.426818,2024-06-05,2
84518,3,109.413747,-7.426751,2024-06-05,2
84520,3,109.294711,-7.426818,2024-06-05,2
84522,3,109.294958,-7.426824,2024-06-05,2
84523,3,109.295437,-7.426763,2024-06-05,2
84525,3,109.413437,-7.42677,2024-06-05,2
84526,3,109.295814,-7.426756,2024-06-05,2
84528,3,109.413036,-7.426799,2024-06-05,2
84529,3,109.295327,-7.426747,2024-06-05,2
